,TYPE,MainBranch,Country,ConvertedCompYearly,Employment
31679,Data,I am a developer by profession,United States of America,127000.0,"Employed, full-time"
31680,Manager,I am a developer by profession,Japan,94103.0,"Employed, full-time"
31682,Developer FS,I am a developer by profession,Australia,99080.0,"Employed, full-time"
31685,Developer FS,I am a developer by profession,Australia,94833.0,"Employed, full-time"
31686,Developer FS,I am a developer by profession,United States of America,160000.0,"Employed, full-time"
31687,Data,I am a developer by profession,Canada,80427.0,"Employed, full-time"
31690,Manager,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
31691,Data,"I am not primarily a developer, but I write code sometimes as part of my work",Japan,105866.0,"Employed, full-time"
31692,Developer FS,I am a developer by profession,South Korea,101318.0,"Employed, full-time"
31693,Game Dev,I am a developer by profession,Australia,84925.0,"Employed, full-time"
31700,Researching,I am a developer by profession,Australia,21250.0,"Employed, part-time"
31701,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",Australia,63694.0,"Employed, full-time"
31702,Data,"I am not primarily a developer, but I write code sometimes as part of my work",Brazil,12468.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
31703,Testing/Apps/mobile,I am a developer by profession,United States of America,115000.0,"Employed, full-time"
31705,Developer FE,I am a developer by profession,Japan,47052.0,"Employed, full-time"
31706,Educator,I am a developer by profession,Chile,37584.0,"Employed, full-time;Employed, part-time"
31707,Developer FS,I am a developer by profession,Australia,4288750.0,"Employed, full-time"
31708,Data,I am a developer by profession,Republic of Korea,55408.0,"Employed, full-time"
31709,Developer FS,I am a developer by profession,Canada,117126.0,"Independent contractor, freelancer, or self-employed"
31710,Educator,I am a developer by profession,Australia,155696.0,"Employed, full-time"
31713,Developer FE,I am a developer by profession,United States of America,87000.0,"Employed, full-time"
31716,Testing/Apps/mobile,I am a developer by profession,United States of America,175000.0,"Employed, full-time"
31718,Manager,I am a developer by profession,New Zealand,102933.0,"Employed, full-time"
31721,Manager,I am a developer by profession,Australia,127388.0,"Employed, full-time"
31723,Other (please specify):,I am a developer by profession,United States of America,170000.0,"Employed, full-time"
31725,Developer BE,I am a developer by profession,Brazil,69804.0,"Independent contractor, freelancer, or self-employed"
31730,Developer FS,I am a developer by profession,Brazil,48000.0,"Employed, full-time"
31736,Developer FS,I am a developer by profession,Ecuador,12000.0,"Independent contractor, freelancer, or self-employed"
31737,Developer FS,I am a developer by profession,Bolivia,6984.0,"Employed, full-time"
31740,Researching,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,1000000.0,"Independent contractor, freelancer, or self-employed"
31742,Admin,"I am not primarily a developer, but I write code sometimes as part of my work",Australia,106157.0,"Employed, full-time"
31743,Testing/Apps/mobile,I am a developer by profession,New Zealand,77200.0,"Employed, full-time"
31745,Other (please specify):,I am a developer by profession,Australia,77848.0,"Employed, full-time"
31746,Developer FE,I am a developer by profession,Brazil,84000.0,"Employed, full-time"
31756,Developer FS,I am a developer by profession,Australia,53078.0,"Employed, full-time"
31757,Developer FS,I am a developer by profession,Viet Nam,11904.0,"Employed, full-time"
31760,Developer FS,I am a developer by profession,Philippines,6888.0,"Employed, full-time"
31761,Developer FS,I am a developer by profession,Malaysia,13668.0,"Employed, full-time"
31762,Manager,I am a developer by profession,Philippines,200000.0,"Independent contractor, freelancer, or self-employed"
31764,Developer FS,I am a developer by profession,Australia,198159.0,"Independent contractor, freelancer, or self-employed"
31767,Testing/Apps/mobile,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,60307.0,"Employed, full-time"
31769,Developer FS,I am a developer by profession,Philippines,22968.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
31778,Developer FS,I am a developer by profession,Singapore,82920.0,"Employed, full-time"
31779,Testing/Apps/mobile,I am a developer by profession,New Zealand,72568.0,"Employed, full-time"
31784,Developer FS,I am a developer by profession,Ghana,9264.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
31786,Manager,I am a developer by profession,Australia,141542.0,"Employed, full-time"
31791,Developer FS,I am a developer by profession,Australia,46001.0,"Employed, full-time"
31792,Testing/Apps/mobile,I am a developer by profession,South Korea,36411.0,"Employed, full-time"
31793,Manager,I am a developer by profession,United States of America,84000.0,"Employed, full-time"
31794,Data,I am a developer by profession,Indonesia,20484.0,"Employed, full-time"
31798,Developer FS,I am a developer by profession,China,40000.0,"Independent contractor, freelancer, or self-employed"
31801,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
31808,Data,I am a developer by profession,Taiwan,23124.0,"Employed, full-time"
31810,Data,I am a developer by profession,India,224412.0,"Employed, full-time"
31812,Testing/Apps/mobile,I am a developer by profession,China,76581.0,"Employed, full-time"
31813,Developer FS,I am a developer by profession,Argentina,80784.0,"Independent contractor, freelancer, or self-employed"
31816,Developer FS,I am a developer by profession,Australia,77141.0,"Employed, full-time"
31817,Developer FS,I am a developer by profession,Australia,116772.0,"Employed, full-time"
31819,Developer FS,I am a developer by profession,Hong Kong (S.A.R.),91764.0,"Employed, full-time"
31822,Developer FE,I am a developer by profession,China,36036.0,"Employed, full-time"
31824,Manager,I am a developer by profession,United States of America,220000.0,"Independent contractor, freelancer, or self-employed"
31827,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,210000.0,"Employed, full-time"
31831,Educator,I am a developer by profession,Philippines,26184.0,"Employed, full-time"
31832,Developer BE,I am a developer by profession,"Venezuela, Bolivarian Republic of...",44000.0,"Employed, full-time"
31834,Developer BE,I am a developer by profession,Hong Kong (S.A.R.),39768.0,"Employed, full-time"
31837,Developer BE,I am a developer by profession,China,18024.0,"Employed, full-time"
31838,Developer FS,I am a developer by profession,India,67066.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
31839,Developer FS,I am a developer by profession,United States of America,115000.0,"Employed, full-time"
31841,Developer FS,I am a developer by profession,Sri Lanka,9336.0,"Employed, full-time"
31843,Developer FS,I am a developer by profession,Australia,42463.0,"Employed, full-time"
31848,Developer FS,I am a developer by profession,Canada,66372.0,"Employed, full-time"
31849,Manager,I am a developer by profession,Australia,120311.0,"Employed, full-time"
31850,Developer BE,I am a developer by profession,South Korea,37994.0,"Employed, full-time"
31852,Manager,I am a developer by profession,Germany,85315.0,"Employed, full-time"
31853,Developer FE,I am a developer by profession,Mongolia,24200.0,"Employed, full-time"
31858,Developer FS,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
31859,Data,I am a developer by profession,New Zealand,115800.0,"Employed, full-time"
31861,Developer FS,I am a developer by profession,Philippines,22968.0,"Employed, full-time"
31864,Developer FS,I am a developer by profession,Singapore,57084.0,"Employed, full-time"
31866,Developer BE,I am a developer by profession,United States of America,100700.0,"Employed, full-time"
31872,Developer FS,I am a developer by profession,Ethiopia,110000.0,"Employed, full-time"
31873,Developer FS,I am a developer by profession,Malaysia,4104.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
31874,Data,"I am not primarily a developer, but I write code sometimes as part of my work",China,36.0,"Employed, full-time"
31878,Testing/Apps/mobile,I am a developer by profession,Australia,134465.0,"Employed, full-time"
31879,Researching,I am a developer by profession,Australia,74310.0,"Employed, full-time"
31885,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",South Africa,220008.0,"Independent contractor, freelancer, or self-employed"
31891,Testing/Apps/mobile,I am a developer by profession,Indonesia,6384.0,"Employed, full-time"
31893,Developer FS,I am a developer by profession,Singapore,87284.0,"Employed, full-time"
31898,Developer BE,I am a developer by profession,Singapore,34908.0,"Employed, full-time"
31904,Educator,I am a developer by profession,Indonesia,6144.0,"Employed, full-time"
31907,Developer FS,I am a developer by profession,South Korea,28500.0,"Independent contractor, freelancer, or self-employed"
31909,Data,"I am not primarily a developer, but I write code sometimes as part of my work",Thailand,14052.0,"Independent contractor, freelancer, or self-employed"
